IDENTIFIER,val_TE_30,val_TE_60,val_TE_90,pval_TE_30,pval_TE_60,pval_TE_90
UMOD,0,0,0,1,1,1
UMODL1,0,11.95886274,9.34516497,1,0.999993293,0.999921572
UMODL1-AS1,0,0,0,1,1,1
UMPS,-0.143955,0.111979,-0.809669,0.9999688,0.9999933,0.4295168
UNC119,-0.302602,0.1810369,1.161698,0.9999688,0.9999933,0.9999216
UNC119B,-0.04539558,0.3406379,-0.0475021,0.9999688,0.9999933,0.9999216
UNC13A,-1.309990412,-1.763496086,-1.020915557,0.999968765,0.979829315,0.999921572
UNC13B,0.196456999,0.107696714,-0.025898387,0.999968765,0.999993293,0.999921572
UNC13C,13.12599027,13.88822558,-9.077745167,0.999968765,0.999993293,0.999921572
UNC13D,0.0539295,-0.0466863,0.36892217,0.9999688,0.9999933,0.9999216
UNC45A,0.072315967,-0.056952753,-0.264907492,0.999968765,0.999993293,0.999921572
UNC45B,0,0,0,1,1,1
UNC50,0.0540377,0.0451478,-0.0152774,0.9999688,0.9999933,0.9999216
UNC5A,0,0,0,1,1,1
UNC5B,1.165284,0,0,0.9999688,1,1
UNC5B-AS1,0,0,0,1,1,1
UNC5C,1.225608282,1.179939486,1.186678863,0.999968765,0.999993293,0.999921572
UNC5CL,0,0,0,1,1,1
UNC5D,-0.1005418,-0.48182573,0.2393009,0.9999688,0.9999933,0.9999216
UNC79,-5.018235,1.7270056,-0.594054,0.4154557,0.9999933,0.9999216
UNC79,0,0,0,1,1,1
UNC80,0,0,0,1,1,1
UNC93A,0,0,0,1,1,1
UNC93B1,-0.16627802,-0.4476354,-0.18242211,0.9999688,0.9997471,0.9999216
UNC93B2,0,0,0,1,1,1
UNC93B3,0,0,0,1,1,1
UNC93B4,0,0,0,1,1,1
UNC93B5,0,0,0,1,1,1
UNC93B6,0,0,0,1,1,1
UNC93B7,0,0,0,1,1,1
UNC93B8,0,0,0,1,1,1
UNCX,0,0,0,1,1,1
UNG,0.016259,-0.0181129,0.7803964,0.9999688,0.9999933,0.9999216
UNGP3,0,0,0,1,1,1
UNK,-0.1632114,-0.6059023,-0.7195769,0.9999688,0.7079632,0.8219045
UNKL,-0.721449244,-0.917928042,-0.366613859,0.737076835,0.42601095,0.999921572
UNQ6494,0,0,0,1,1,1
UOX,0,0,0,1,1,1
UPB1,0,0,-7.853284951,1,1,0.978765815
UPF1,-0.408062467,-0.661888811,-0.240413076,0.999968765,0.617707499,0.999921572
UPF2,0.084481646,-0.339518416,-0.327048166,0.999968765,0.919562256,0.999921572
UPF3A,-0.5398456,0.80684868,-0.4885064,0.9596476,0.9576665,0.9999216
UPF3AP1,0,0,0,1,1,1
UPF3AP2,0,0,0,1,1,1
UPF3AP3,0,0,0,1,1,1
UPF3B,0.102939723,0.166387021,-0.450851921,0.999968765,0.999993293,0.999921572
UPK1A,0,0,0,1,1,1
UPK1A-AS1,0,0,0,1,1,1
UPK1B,0,0,0,1,1,1
UPK2,0,0,0,1,1,1
UPK3A,0,0,0,1,1,1
UPK3B,0.298346966,-0.596932198,-0.677132774,0.999968765,0.999993293,0.999921572
UPK3B,0,0,0,1,1,1
UPK3BL1,0,0,-1.555458,1,1,0.9999216
UPK3BP1,0,0,0,1,1,1
UPP1,-0.076623023,-0.913042076,-0.152922497,0.999968765,0.879703406,0.999921572
UPP2,0,0,0,1,1,1
UPP2-IT1,0,0,0,1,1,1
UPRT,0.310328859,-0.027324722,0.657386315,0.999968765,0.999993293,0.999921572
UQCC1,-0.315924366,-0.124335072,-0.079138969,0.999968765,0.999993293,0.999921572
UQCC2,-0.075725919,-0.379146821,0.940642712,0.999968765,0.999993293,0.880901025
UQCC3,0.09551138,0.664091469,0.587295842,0.999968765,0.90088189,0.999921572
UQCR10,-0.0619078,-0.9237677,-0.8569296,0.9999688,0.5726152,0.9999216
UQCR11,1.448434283,2.493130252,1.886323744,0.952111199,0.003548204,0.134352731
UQCRB,0.109577588,0.137845136,-1.9922517,0.9999688,0.9999933,0.7777058
UQCRBP1,0,0,0,1,1,1
UQCRBP2,0,0,0,1,1,1
UQCRBP3,0,0,0,1,1,1
UQCRC1,0.018280323,-0.329678243,0.008409976,0.999968765,0.843732296,0.999921572
UQCRC2,0.260873362,0.440693002,-0.527974611,0.999968765,0.874644093,0.999921572
UQCRC2,0,0,0,1,1,1
UQCRC2P1,0,0,0,1,1,1
UQCRFS1,0.430246,0.165518,-0.038265,0.9999688,0.9999933,0.9999216
UQCRFS1P1,-0.31604,-0.419606,0.576671,0.9999688,0.9999933,0.9999216
UQCRFS1P2,0,0,0,1,1,1
UQCRFS1P3,0,0,0,1,1,1
UQCRH,0.30261534,-0.588978575,-0.457192198,0.999968765,0.939191378,0.999921572
UQCRHL,-0.305816654,0,0,0.999968765,1,1
UQCRHP1,0,0,0,1,1,1
UQCRHP1,0,0,0,1,1,1
UQCRHP1,0,0,0,1,1,1
UQCRHP1,0,0,0,1,1,1
UQCRHP1,0,0,0,1,1,1
UQCRHP1,0,0,0,1,1,1
UQCRHP2,0,0,0,1,1,1
UQCRHP3,0,0,0,1,1,1
UQCRHP4,0,0,0,1,1,1
UQCRQ,0.085247678,-0.657364152,0.064859582,0.999968765,0.804584052,0.999921572
URAD,0,0,0,1,1,1
URAHP,-0.943073396,-0.897647499,0,0.999968765,0.999993293,1
URB1,-0.579983042,0.134947127,0.032564311,0.999968765,0.999993293,0.999921572
URB1-AS1,-0.43128627,0.275386684,0.684355328,0.999968765,0.999993293,0.999921572
URB2,0.1470698,-0.0862645,0.1317515,0.9999688,0.9999933,0.9999216
URGCP,-0.520042704,0.603680431,-0.333187792,0.772027496,0.966347692,0.999921572
URGCP-MRPS24,0,0.211284118,0,1,0.999993293,1
URI1,-0.137334,0.8091725,0.1551001,0.9999688,0.8184577,0.9999216
URM1,-0.03457002,0.527875241,0.248226208,0.999968765,0.588004315,0.999921572
UROC1,0,0,0,1,1,1
UROD,0.087976714,0.412171332,0.302825266,0.999968765,0.999993293,0.999921572
UROS,0.449775,1.5780043,-0.102158,0.9999688,0.6933708,0.9999216
USB1,0.517174103,0.001377675,0.229775441,0.999968765,0.999993293,0.999921572
USE1,-0.0571161,0.05765,-0.22953624,0.9999688,0.9999933,0.9999216
USF1,-0.292702571,-0.257756298,0.631663954,0.999968765,0.999993293,0.999921572
USF1P1,0,0,0,1,1,1
USF2,-2.503380558,0.100166524,-0.325935014,0.519982428,0.999993293,0.999921572
USF3,0.338718368,1.312135483,1.77436723,0.999968765,0.857755842,0.982020138
USH1C,-0.697293098,-0.497446652,-0.721186446,0.889131845,0.999993293,0.996490038
USH1G,0.57132195,0,0,0.9999688,1,1
USH2A,0,0,0,1,1,1
USHBP1,3.5261735,0,0,0.9999688,1,1
USMG5,-0.144702016,-0.39844001,1.335992815,0.999968765,0.999993293,0.999921572
USMG5P1,0,0,0,1,1,1
USO1,0.34662376,0.12069284,0.0272601,0.9999688,0.9999933,0.9999216
USP1,0.107631906,-0.199999201,-0.087764543,0.999968765,0.999993293,0.999921572
USP10,0.510523333,-0.623208714,-0.534521898,0.999968765,0.999993293,0.999921572
USP11,0.1034139,0.241645,-0.020139,0.9999688,0.9999933,0.9999216
USP12,0.169087668,-0.437272165,1.441050147,0.999968765,0.999993293,0.999921572
USP12-AS1,0,0,0,1,1,1
USP12-AS2,0,0,0,1,1,1
USP12PX,0,0,0,1,1,1
USP12PY,0,0,0,1,1,1
USP13,0.164486781,0.218819002,0.167863115,0.999968765,0.999993293,0.999921572
USP14,0.178548731,0.309844291,0.26928016,0.999968765,0.796335936,0.999921572
USP15,0.389452,-0.2039809,-0.7308318,0.9999688,0.9999933,0.9999216
USP16,0.046399841,0.01075034,-0.24819399,0.999968765,0.999993293,0.999921572
USP17L1,0,0,0,1,1,1
USP17L10,0,0,0,1,1,1
USP17L11,0,0,0,1,1,1
USP17L12,0,0,0,1,1,1
USP17L13,0,0,0,1,1,1
USP17L14P,0,0,0,1,1,1
USP17L15,0,0,0,1,1,1
USP17L16P,0,0,0,1,1,1
USP17L17,0,0,0,1,1,1
USP17L18,0,0,0,1,1,1
USP17L19,0,0,0,1,1,1
USP17L2,0,0,0,1,1,1
USP17L20,0,0,0,1,1,1
USP17L21,0,0,0,1,1,1
USP17L22,0,0,0,1,1,1
USP17L23,0,0,0,1,1,1
USP17L24,0,0,0,1,1,1
USP17L25,0,0,0,1,1,1
USP17L26,0,0,0,1,1,1
USP17L27,0,0,0,1,1,1
USP17L28,0,0,0,1,1,1
USP17L29,0,0,0,1,1,1
USP17L3,0,0,0,1,1,1
USP17L30,0,0,0,1,1,1
USP17L4,0,0,0,1,1,1
USP17L5,0,0,0,1,1,1
USP17L6P,0,0,0,1,1,1
USP17L7,0,0,0,1,1,1
USP17L8,0,0,0,1,1,1
USP17L9P,0,0,0,1,1,1
USP18,0.274593704,-0.373323232,-0.408015369,0.999968765,0.999993293,0.999921572
USP19,0.232559928,0.030637549,0.177176375,0.999968765,0.999993293,0.999921572
USP2,0.8445982,-0.8052472,-0.69545802,0.384561,0.5181635,0.9999216
USP20,-0.9398577,0.4069721,0.72050327,0.5604586,0.9999933,0.9272384
USP21,-0.221223474,1.607255858,0.646356071,0.999968765,0.764101041,0.999921572
USP22,-0.070986982,-0.240477266,-0.812194842,0.999968765,0.94102344,0.562911023
USP24,-0.273227629,-0.198789511,0.459789547,0.999968765,0.999993293,0.999921572
USP24P1,0,0,0,1,1,1
USP25,-0.268417014,2.341806726,-2.647546887,0.999968765,3.23E-09,1.25E-11
USP26,-13.45881344,0,0,0.999968765,1,1
USP27X,0.278193828,-1.393596477,0.173353522,0.999968765,0.999993293,0.999921572
USP27X-AS1,0,0,0,1,1,1
USP28,0.1044332,0.2127303,0.3041468,0.9999688,0.9999933,0.9999216
USP29,-11.08524782,-8.776410256,0,0.999968765,0.999993293,1
USP2-AS1,0.5137879,0.8023012,-0.4202735,0.9999688,0.9999933,0.9999216
USP3,-0.111350517,-0.537549966,-0.174609596,0.999968765,0.939191378,0.999921572
USP30,-0.1173509,0.3054525,0.147357,0.9999688,0.9999933,0.9999216
USP30-AS1,0,0,0,1,1,1
USP31,-0.020123,-0.158523,-0.559788,0.9999688,0.9999933,0.9999216
USP32,-0.2376497,0.59126051,-0.0776049,0.9999688,0.9214251,0.9999216
USP32P1,-8.954334872,-8.151851771,0,0.999968765,0.999993293,1
USP32P2,0,0,-0.085073686,1,1,0.999921572
USP32P3,0,0,0,1,1,1
USP33,0.065472685,-0.457118414,0.325591901,0.999968765,0.898492109,0.999921572
USP34,0.6479828,-0.5624676,-0.4164768,0.5613783,0.6625191,0.9959156
USP35,-0.04638288,-0.29215513,0.189937,0.9999688,0.9999933,0.9999216
USP36,-0.2786011,-0.6698913,0.1317069,0.9999688,0.2469399,0.9999216
USP37,0.73370729,0.1838102,-0.1103339,0.1036375,0.9999933,0.9999216
USP38,0.009931424,0.124539013,0.167859281,0.999968765,0.999993293,0.999921572
USP39,0.017890797,-0.061647214,0.115938142,0.999968765,0.999993293,0.999921572
USP3-AS1,-0.016069401,-0.543297479,1.834982981,0.999968765,0.999993293,0.999921572
USP4,0.186092339,0.34912067,-0.114973072,0.999968765,0.999993293,0.999921572
USP40,-0.347577348,-0.030735971,-0.066520373,0.999968765,0.999993293,0.999921572
USP41,0,0,0,1,1,1
USP42,-0.082801733,-0.227947108,-0.117732694,0.999968765,0.999993293,0.999921572
USP43,-0.196112004,1.145700467,0.115992103,0.999968765,0.982513801,0.999921572
USP44,0,0,0,1,1,1
USP45,-0.10802507,-0.7598186,0.31442552,0.9999688,0.9999933,0.9999216
USP46,0.426445308,1.190175984,0.182703958,0.999968765,0.389343147,0.999921572
USP46-AS1,-1.479272904,-1.993490101,1.911092398,0.999968765,0.999993293,0.999921572
USP47,0.058744055,0.136342013,-0.005644967,0.999968765,0.999993293,0.999921572
USP48,0.154687682,-0.160317371,0.604756117,0.999968765,0.999993293,0.999921572
USP49,0.351360476,0.351486304,-0.271398726,0.999968765,0.999993293,0.999921572
USP5,-0.078862101,0.261419971,-0.670938226,0.999968765,0.979829315,0.999921572
USP50,0,0,0,1,1,1
USP51,0.469086529,0.06104762,0.354569729,0.999968765,0.999993293,0.999921572
USP53,-0.467338057,-0.239566132,-0.175515639,0.999968765,0.999993293,0.999921572
USP54,0.68392308,1.482103726,-0.298655066,0.999968765,0.140738922,0.999921572
USP6,0,0,0,1,1,1
USP6NL,-1.113454002,-0.706083848,0.76132915,0.729299433,0.819945776,0.999921572
USP7,-0.585804858,-0.726356861,-1.149196103,0.093479161,0.879703406,0.999921572
USP8,-0.018185826,-0.550939384,-0.20293517,0.999968765,0.285887581,0.999921572
USP8P1,0,0,0,1,1,1
USP8P1,0,0,0,1,1,1
USP8P1,0,0,0,1,1,1
USP8P1,0,0,0,1,1,1
USP8P1,0,0,0,1,1,1
USP8P1,0,0,0,1,1,1
USP8P1,0,0,0,1,1,1
USP9X,-0.027878093,-0.397446374,-1.418131616,0.999968765,0.999993293,0.0000421
USP9Y,0,0,8.152067986,1,1,0.999921572
USP9YP1,0,0,0,1,1,1
USP9YP10,0,0,0,1,1,1
USP9YP11,0,0,0,1,1,1
USP9YP12,0,0,0,1,1,1
USP9YP13,0,0,0,1,1,1
USP9YP14,0,0,0,1,1,1
USP9YP15,0,0,0,1,1,1
USP9YP16,0,0,0,1,1,1
USP9YP17,0,0,0,1,1,1
USP9YP18,0,0,0,1,1,1
USP9YP19,0,0,0,1,1,1
USP9YP2,0,0,0,1,1,1
USP9YP20,0,0,0,1,1,1
USP9YP21,0,0,0,1,1,1
USP9YP22,0,0,0,1,1,1
USP9YP23,0,0,0,1,1,1
USP9YP24,0,0,0,1,1,1
USP9YP25,0,0,0,1,1,1
USP9YP26,0,0,0,1,1,1
USP9YP27,0,0,0,1,1,1
USP9YP28,0,0,0,1,1,1
USP9YP29,0,0,0,1,1,1
USP9YP3,0,0,0,1,1,1
USP9YP30,0,0,0,1,1,1
USP9YP31,0,0,0,1,1,1
USP9YP32,0,0,0,1,1,1
USP9YP33,0,0,0,1,1,1
USP9YP34,0,0,0,1,1,1
USP9YP35,0,0,0,1,1,1
USP9YP36,0,0,0,1,1,1
USP9YP4,0,0,0,1,1,1
USP9YP5,0,0,0,1,1,1
USP9YP6,0,0,0,1,1,1
USP9YP7,0,0,0,1,1,1
USP9YP8,0,0,0,1,1,1
USP9YP9,0,0,0,1,1,1
USPL1,-0.138428701,-0.195031315,-0.419115495,0.999968765,0.999993293,0.999921572
UST,0.3504616,1.3474097,0.077771,0.9999688,0.3765895,0.9999216
UST-AS1,0,0,0,1,1,1
UTAT33,0,0,0,1,1,1
UTF1,0,0,0,1,1,1
UTP11,-0.043544568,0.174753631,0.331497809,0.999968765,0.999993293,0.999921572
UTP14A,0.2640903,0.39698818,0.551792,0.9999688,0.8797034,0.9999216
UTP14C,0.172728562,0.619798673,-1.369622867,0.999968765,0.999993293,0.999921572
UTP15,-0.043376231,-0.344674073,-0.287666672,0.999968765,0.999993293,0.999921572
UTP18,0.2993751,0.358343,0.3761122,0.9999688,0.7885042,0.9999216
UTP20,0.1775676,0.2730927,0.061743,0.9999688,0.9999933,0.9999216
UTP23,-0.773233,-0.319828,0.437958,0.1535707,0.9999933,0.9999216
UTP3,0.067311,-0.063266629,-0.293570093,0.999968765,0.999993293,0.999921572
UTP4,0.1489213,-0.0536675,-0.017252,0.9999688,0.9999933,0.9999216
UTP4,0,0,0,1,1,1
UTP6,0.175526224,0.503029331,-0.478867447,0.999968765,0.696820818,0.999921572
UTRN,1.343821,1.3145186,0.5677261,0.8888343,0.9137792,0.9999216
UTS2,-1.292633969,1.832881404,0.752515897,0.999968765,0.978222085,0.999921572
UTS2B,1.321137231,0.816384935,-0.144866429,0.999968765,0.999993293,0.999921572
UTS2R,0,0,0,1,1,1
UTY,0,0,0,1,1,1
UVRAG,-0.46893476,-0.0653256,-0.090586,0.9999688,0.9999933,0.9999216
UVSSA,-3.122080282,3.211903595,-2.540852442,0.440782856,0.31128588,0.791528955
UXS1,0.210436538,-0.623612131,-0.649859516,0.999968765,0.513579826,0.999921572
UXT,0.4240739,0.68526329,-0.040426829,0.5595051,0.4004209,0.9999216
UXT-AS1,-3.0403198,0,0,0.9999688,1,1
VAC14,0.492964,-0.6514644,1.0626043,0.9999688,0.9999933,0.9999216
VAC14-AS1,0,0,0,1,1,1
VAMP1,-0.039524008,0.424454662,0.2966033,0.999968765,0.999993293,0.999921572
VAMP2,0.36867956,-0.446084079,4.697456571,0.999968765,0.999993293,0.451084723
VAMP3,0.482785947,0.227287746,-0.130812436,0.87668562,0.999993293,0.999921572
VAMP4,0.121578611,0.106585369,-0.926260224,0.999968765,0.999993293,0.999921572
VAMP5,-0.472211194,0.332703507,-2.167817983,0.999968765,0.999993293,0.999921572
VAMP7,0,0,0,1,1,1
VAMP8,0.244324921,0.472758369,0.200440038,0.999968765,0.819945776,0.999921572
VANGL1,0.229753769,-0.201745611,-0.864160308,0.999968765,0.999993293,0.999921572
VANGL2,0,0,0,1,1,1
VAPA,-0.553323809,0.329886317,-0.341472182,0.999968765,0.999993293,0.999921572
VAPB,0.17900009,-0.01385958,-0.21836224,0.9999688,0.9999933,0.9999216
VARS,-0.161692,-0.0677381,-0.3239825,0.9999688,0.9999933,0.9999216
VARS,0,0,0,1,1,1
VARS,0,0,0,1,1,1
VARS,0,0,0,1,1,1
VARS,0,0,0,1,1,1
VARS,0,0,0,1,1,1
VARS,0,0,0,1,1,1
VARS2,-0.447357874,-0.11749147,-0.216490893,0.999968765,0.999993293,0.999921572
VARS2,0,0,0,1,1,1
VARS2,0,0,0,1,1,1
VARS2,0,0,0,1,1,1
VARS2,0,0,0,1,1,1
VARS2,0,0,0,1,1,1
VASH1,0.014566883,0.860460103,-0.884593904,0.999971706,0.999993293,0.999921572
VASH1-AS1,0,8.807112126,0,1,0.999993293,1
VASH2,0.383265,2.522847,1.772800392,0.9999688,0.003878618,0.9787658
VASN,0.041922177,0.068169483,0.34543269,0.999968765,0.999993293,0.999921572
VASN,0,0,0,1,1,1
VASP,-0.468488,-0.208203,0.7067965,0.9154228,0.9999933,0.9999216
VAT1,-0.150386,-0.349055,-0.159983,0.9999688,0.6067567,0.9999216
VAT1L,0,0,0,1,1,1
Vault,0,0,0,1,1,1
Vault,0,0,5.355455,1,1,0.9999216
Vault,0,0,0,1,1,1
Vault,0,0,0,1,1,1
Vault,0,0,0,1,1,1
VAV1,0,2.767670581,0,1,0.999993293,1
VAV2,-0.110510185,0.48238512,-0.327093762,0.999968765,0.999993293,0.999921572
VAV3,-0.024340685,-0.152260507,-0.23715724,0.999968765,0.999993293,0.999921572
VAV3-AS1,0,0.613490703,-0.371007382,1,0.999993293,0.999921572
VAV3-AS1,0,0,0,1,1,1
VAX1,0,0,0,1,1,1
VAX2,0,0,0,1,1,1
Vax2os1_3,0,0,0,1,1,1
VBP1,0.123714733,0.003684604,0.142194058,0.999968765,0.999993293,0.999921572
VCAM1,0,0,0,1,1,1
VCAN,1.029999,10.191111,7.217752,0.9999688,0.05192663,0.9999216
VCAN-AS1,0,0,0,1,1,1
VCL,0.143992,0.020563,-0.513567,0.9999688,0.9999933,0.9999216
VCP,-0.227959139,-0.466546042,-0.763439462,0.999968765,0.938035957,0.538427961
VCPIP1,0.294483394,0.473971554,0.105211163,0.999968765,0.796102439,0.999921572
VCPKMT,-0.119791992,-0.446708399,1.031973041,0.999968765,0.999993293,0.947513319
VCX,0,0,0,1,1,1
VCX2,0,0,0,1,1,1
VCX3A,0,0,0,1,1,1
VCX3B,0,0,0,1,1,1
VCY,0,0,0,1,1,1
VCY1B,0,0,0,1,1,1
VDAC1,0.0584143,0.0449071,-0.5344695,0.9999688,0.9999933,0.9999216
VDAC1P1,0,-6.17012672,0,1,0.999993293,1
VDAC1P10,0,0,0,1,1,1
VDAC1P11,-3.726802324,0,0,0.999968765,1,1
VDAC1P12,0,0,0,1,1,1
VDAC1P13,0,0,0,1,1,1
VDAC1P2,-5.544631481,0,0,0.999968765,1,1
VDAC1P3,0,0,0,1,1,1
VDAC1P4,0,0,0,1,1,1
VDAC1P5,0,0,0,1,1,1
VDAC1P6,0,0,0,1,1,1
VDAC1P7,0,0,0,1,1,1
VDAC1P8,0,0,0,1,1,1
VDAC1P9,0,0,0,1,1,1
VDAC2,0.394544129,0.046825927,0.129450873,0.999968765,0.999993293,0.999921572
VDAC2P1,0,0,0,1,1,1
VDAC2P2,0,0,0,1,1,1
VDAC2P3,0,0,0,1,1,1
VDAC2P4,0,0,0,1,1,1
VDAC3,0.3282724,-0.1204488,0.4771618,0.9999688,0.9999933,0.9913434
VDAC3P1,0,0,0,1,1,1
VDR,0.5224091,0.0729025,-0.2965144,0.9999688,0.9999933,0.9999216
VEGFA,2.207582776,-2.643109989,-0.301595397,0.67484692,0.2903627,0.999921572
VEGFB,0.012466,0.53458,1.208175,0.9999688,0.9999933,0.9084685
VEGFC,0.071944259,-0.05865508,0.372717712,0.999968765,0.999993293,0.999921572
VEGFD,0,0.450164129,0,1,0.999993293,1
VENTX,-0.074564,0,-8.131985,0.9999688,1,0.9999216
VENTXP1,-1.124955514,-1.041775234,-0.635933259,0.999968765,0.999993293,0.999921572
VENTXP2,0,0,0,1,1,1
VENTXP3,0,0,0,1,1,1
VENTXP4,0,0,0,1,1,1
VENTXP5,0,0,0,1,1,1
VENTXP6,0,0,0,1,1,1
VENTXP7,0,0,0,1,1,1
VEPH1,1.485088162,-2.330465263,3.431323314,0.999968765,0.658855466,0.654563113
VEZF1,0.067021,-0.148858,-0.370759,0.9999688,0.9999933,0.9999216
VEZF1P1,0,0,0,1,1,1
VEZT,0.5524448,0.133199,0.4001367,0.9999688,0.9999933,0.9999216
VGF,-0.073247606,-1.417291908,0.009138877,0.999968765,0.999993293,0.999921572
VGLL1,0,0,0,1,1,1
VGLL2,0,0,0,1,1,1
VGLL3,-1.3008299,0.026808,0.2119719,0.1562597,0.9999933,0.9999216
VGLL4,-0.307338625,0.206826695,-0.638903707,0.840046188,0.999993293,0.79815245
VHL,0.117425029,0.050292659,0.182394027,0.999968765,0.999993293,0.999921572
VHLL,0,0,0,1,1,1
VIL1,0,0,0,1,1,1
VILL,-9.554933273,0,0,0.999968765,1,1
VIM,0.67074722,1.054315788,1.155385742,5.19E-10,0.0000673,0.276329399
VIM2P,0,0,0,1,1,1
VIM-AS1,-2.469802794,0.052977576,-0.724013189,0.999968765,0.999993293,0.999921572
VIP,-0.1090738,1.361294,-1.59318428,0.9999688,0.9999933,0.9999216
VIPAS39,0.5045337,0.0044187,-0.5124375,0.9999688,0.9999933,0.9999216
VIPR1,0.26492073,-1.752815378,-0.327458597,0.999968765,0.779318682,0.999921572
VIPR1-AS1,-5.944132801,-1.293613433,3.24000184,0.999968765,0.999993293,0.999921572
VIPR2,-0.2665524,0.2722392,-0.090344,0.9999688,0.9999933,0.9999216
VIS1,0,0,0,1,1,1
VIT,-0.581921822,0.320036361,-0.065697639,0.999968765,0.999993293,0.999921572
VKORC1,-0.086961068,-0.404650023,-0.376464566,0.999968765,0.806271674,0.999921572
VKORC1L1,0.189223399,-0.211305505,0.235957139,0.999968765,0.999993293,0.999921572
VLDLR,-0.258493964,0.256903582,-0.551812711,0.999968765,0.999993293,0.999921572
VLDLR-AS1,0,0,0,1,1,1
VMA21,0.098545326,-0.24254624,-1.117155651,0.999968765,0.999993293,0.999921572
VMAC,0.289779007,0.293646573,0.303221019,0.999968765,0.999993293,0.999921572
VMO1,0,0,0,1,1,1
VMP1,0.1550581,0.1592471,0.165861,0.9999688,0.9999933,0.9999216
VN1R1,0,0,0,1,1,1
VN1R104P,0,0,0,1,1,1
VN1R105P,0,0,0,1,1,1
VN1R107P,0,0,0,1,1,1
VN1R108P,0,0,0,1,1,1
VN1R10P,0,0,0,1,1,1
VN1R110P,0,0,0,1,1,1
VN1R11P,0,0,0,1,1,1
VN1R12P,0,0,0,1,1,1
VN1R13P,0,0,0,1,1,1
VN1R17P,0,0,0,1,1,1
VN1R2,0,0,0,1,1,1
VN1R20P,0,0,0,1,1,1
VN1R21P,0,0,0,1,1,1
VN1R25P,0,0,0,1,1,1
VN1R28P,0,0,0,1,1,1
VN1R3,0,0,0,1,1,1
VN1R31P,0,0,0,1,1,1
VN1R32P,0,0,0,1,1,1
VN1R33P,0,0,0,1,1,1
VN1R34P,0,0,0,1,1,1
VN1R35P,0,0,0,1,1,1
VN1R36P,0,0,0,1,1,1
VN1R37P,0,0,0,1,1,1
VN1R38P,0,0,0,1,1,1
VN1R4,0,0,0,1,1,1
VN1R40P,0,0,0,1,1,1
VN1R42P,0,0,0,1,1,1
VN1R46P,0,0,0,1,1,1
VN1R48P,0,0,0,1,1,1
VN1R5,0,0,0,1,1,1
VN1R51P,0,0,0,1,1,1
VN1R53P,0,0,0,1,1,1
VN1R54P,0,0,0,1,1,1
VN1R64P,0,0,0,1,1,1
VN1R65P,0,0,0,1,1,1
VN1R66P,0,0,0,1,1,1
VN1R67P,0,0,0,1,1,1
VN1R6P,0,0,0,1,1,1
VN1R74P,0,0,0,1,1,1
VN1R78P,0,0,0,1,1,1
VN1R79P,0,0,0,1,1,1
VN1R7P,0,0,0,1,1,1
VN1R80P,0,0,0,1,1,1
VN1R81P,0,0,0,1,1,1
VN1R82P,0,0,0,1,1,1
VN1R83P,0,0,0,1,1,1
VN1R84P,0,0,0,1,1,1
VN1R84P,0,0,0,1,1,1
VN1R85P,0,0,0,1,1,1
VN1R85P,0,0,0,1,1,1
VN1R87P,0,0,0,1,1,1
VN1R88P,0,0,0,1,1,1
VN1R8P,0,0,0,1,1,1
VN1R90P,0,0,0,1,1,1
VN1R91P,0,0,0,1,1,1
VN1R92P,0,0,0,1,1,1
VN1R96P,0,0,0,1,1,1
VN1R9P,0,0,0,1,1,1
VN2R10P,0,0,0,1,1,1
VN2R17P,0,0,0,1,1,1
VN2R19P,0,0,0,1,1,1
VN2R1P,0,0,0,1,1,1
VN2R3P,0,0,0,1,1,1
VN2R9P,0,0,0,1,1,1
VNN1,0,0,0,1,1,1
VNN2,0,0,0,1,1,1
VNN3,0,0,0,1,1,1
VOPP1,0.442074,-0.338582,-0.310108,0.9999688,0.9999933,0.9999216
VPREB1,0,0,0,1,1,1
VPREB3,0,0,0,1,1,1
VPS11,-0.2938906,0.188162,0.2700832,0.9999688,0.9999933,0.9999216
VPS11,0,0,0,1,1,1
VPS13A,0.791790877,0.305274534,-0.299542667,0.999968765,0.999993293,0.999921572
VPS13A-AS1,0,0,0,1,1,1
VPS13B,-0.8253168,-0.2327651,0.376369952,0.3609018,0.9999933,0.9999216
VPS13C,-0.100807446,-0.253701825,-0.727267357,0.999968765,0.999993293,0.999921572
VPS13D,-0.035798,2.2028202,-0.507621,0.9999688,0.4382406,0.9999216
VPS16,-0.170782465,-0.312179959,-0.121388179,0.999968765,0.999993293,0.999921572
VPS18,-0.274291689,-0.740014836,-0.066872918,0.999968765,0.511090879,0.999921572
VPS25,0.1894631,-0.0565456,-0.19905753,0.9999688,0.9999933,0.9999216
VPS25P1,0,0,0,1,1,1
VPS26A,0.297842814,-0.136848776,-0.36407331,0.999968765,0.999993293,0.999921572
VPS26AP1,0,0,0,1,1,1
VPS26B,-1.43060711,0.4421103,0.956711,0.5582275,0.9999933,0.8804605
VPS26BP1,0,0,0,1,1,1
VPS28,-0.2660196,-0.3310164,-0.2858734,0.9999688,0.9857333,0.9999216
VPS29,0.0446451,0.3157114,-0.265033682,0.9999688,0.8801404,0.9999216
VPS33A,0.085894,0.169705,-0.173692,0.9999688,0.9999933,0.9999216
VPS33B,0.182709772,0.58408904,0.005666379,0.999968765,0.828039973,0.999921572
VPS35,0.430472507,0.333693354,-0.466154867,0.999968765,0.879703406,0.999921572
